Pattern,ItemIDs,Utility,Size
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[988, 1241, 1272, 1292]",50563,4
CRS_DEP_TIME_MIN=High + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1241, 1267, 1286, 1292]",50535,4
O_TEMP=VeryLow + CRS_ELAPSED_TIME=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1253, 1252, 1267, 1292]",50388,4
D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1302, 1296, 1247, 1242]",50045,4
CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh,"[1246, 1251, 1272]",49950,3
O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1267, 1247, 1242, 1292]",49946,4
ORIGIN_INDEX=LGA + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1020, 1242, 1286, 1292]",49944,4
OP_CARRIER=DL + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[5, 1253, 1292]",49901,3
O_LATITUDE=VeryHigh + O_TEMP=VeryLow + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[1287, 1253, 1252, 1292]",49660,4
O_WSPD=High + CRS_ARR_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[1266, 1246, 1292]",49568,3
O_LATITUDE=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1287, 1252, 1267, 1292]",49467,4
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[988, 1241, 1246, 1292]",49450,4
FL_WEEK=2 + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[933, 1242, 1286, 1292]",49448,4
ORIGIN_INDEX=EWR + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1251, 1272, 1286, 1292]",49381,5
CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High,"[1246, 1251]",49216,2
D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=High,"[1302, 1246]",49066,2
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1241, 1246, 1272, 1286, 1292]",49027,6
O_WSPD=High + O_LATITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[1266, 1287, 1292]",48835,3
CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[1241, 1246, 1252, 1292]",48688,4
CRS_ARR_TIME_MIN=High + O_LATITUDE=High,"[1246, 1286]",48659,2
O_LATITUDE=VeryHigh + D_LONGITUDE=VeryHigh + D_LATITUDE=High,"[1287, 1302, 1296]",48461,3
O_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[1257, 1252, 1292]",48409,3
D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1282, 1247, 1286, 1292]",48391,4
FL_WEEK=1 + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[932, 1247, 1242]",48190,3
ORIGIN_INDEX=EWR + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1252, 1286, 1292]",48083,4
O_TEMP=VeryLow + D_LATITUDE=High,"[1253, 1296]",48078,2
O_TEMP=VeryHigh + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[1257, 1272, 1292]",48052,3
D_TEMP=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1272, 1247, 1292]",48025,3
ORIGIN_INDEX=JFK + OP_CARRIER=B6 + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 4, 1286, 1292]",48005,4
ORIGIN_INDEX=JFK + D_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1282, 1286, 1292]",47783,4
CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1246, 1251, 1272, 1286, 1292]",47747,5
O_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh,"[1257, 1252]",47723,2
ORIGIN_INDEX=EWR + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1247, 1286, 1292]",47705,4
FL_WEEK=3 + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[934, 1286, 1292]",47600,3
D_WSPD=VeryHigh + O_WSPD=VeryHigh,"[1282, 1267]",47564,2
D_LATITUDE=Mid + O_LONGITUDE=VeryHigh,"[1295, 1292]",47406,2
ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1020, 1247, 1242, 1292]",47387,4
D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1282, 1247, 1242, 1286, 1292]",47325,5
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1241, 1251, 1286, 1292]",47318,5
O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + D_LATITUDE=High,"[1253, 1302, 1296]",47227,3
ORIGIN_INDEX=LGA + OP_CARRIER=9E + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1020, 1, 1286, 1292]",47166,4
O_TEMP=VeryLow + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1253, 1247, 1286, 1292]",47161,4
FL_WEEK=2 + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[933, 1242, 1292]",47129,3
CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High,"[1241, 1251]",47101,2
ORIGIN_INDEX=EWR + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1246, 1272, 1286, 1292]",47030,5
ORIGIN_INDEX=LGA + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1020, 1251, 1292]",47007,3
CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High,"[1251, 1247, 1242, 1286]",46871,4
D_LATITUDE=High + CRS_ELAPSED_TIME=VeryHigh,"[1296, 1252]",46758,2
D_WSPD=VeryHigh,[1282],46647,1
CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=VeryHigh,"[1241, 1247]",46595,2
O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1286, 1292]",463456,2
D_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1282, 1242, 1286, 1292]",46305,4
O_PRCP=VeryLow + O_TEMP=VeryLow,"[1258, 1253]",46237,2
FL_WEEK=1 + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[932, 1252, 1286, 1292]",46205,4
CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High,"[1241, 1246, 1251]",46179,3
OP_CARRIER=9E + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1, 1247, 1242, 1286, 1292]",46176,5
D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High,"[1302, 1296, 1251]",46170,3
O_WSPD=VeryHigh + O_LATITUDE=High,"[1267, 1286]",46087,2
O_TEMP=VeryLow + D_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1253, 1296, 1292]",46036,3
OP_CARRIER=DL + O_TEMP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[5, 1253, 1286, 1292]",46001,4
CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh,"[1241, 1246, 1251, 1272]",45996,4
O_LONGITUDE=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1291, 1247, 1242]",45860,3
D_LATITUDE=High + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1296, 1267, 1247, 1242]",45851,4
O_TEMP=VeryLow + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1253, 1242, 1292]",45831,3
O_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1257, 1252, 1242]",45821,3
D_WSPD=Low + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1279, 1286, 1292]",45770,3
FL_WEEK=1 + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[932, 1251, 1292]",45716,3
CRS_ARR_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=VeryHigh,"[1243, 1252]",45606,2
CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1241, 1247, 1292]",45581,3
O_TEMP=VeryHigh + D_TEMP=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1257, 1272, 1247]",45417,3
CRS_ELAPSED_TIME=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1252, 1242, 1286, 1292]",45372,4
O_WSPD=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1266, 1247, 1242, 1292]",45209,4
ORIGIN_INDEX=EWR + CRS_ARR_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[988, 1246, 1292]",45187,3
O_TEMP=VeryLow + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1253, 1251, 1286, 1292]",45183,4
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1241, 1246, 1251, 1272, 1286, 1292]",45074,7
ORIGIN_INDEX=LGA + O_LATITUDE=High,"[1020, 1286]",45046,2
D_LONGITUDE=VeryHigh + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1302, 1251, 1247, 1242]",45017,4
O_PRCP=VeryLow + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[1258, 1253, 1292]",44914,3
D_LONGITUDE=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1302, 1267, 1292]",44906,3
ORIGIN_INDEX=JFK + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1267, 1286, 1292]",44902,4
FL_WEEK=1 + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[932, 1272, 1292]",44873,3
CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1241, 1246, 1267, 1286, 1292]",44781,5
D_LONGITUDE=VeryHigh + D_LATITUDE=High + O_WSPD=VeryHigh,"[1302, 1296, 1267]",44766,3
D_LONGITUDE=VeryHigh + O_LATITUDE=High,"[1302, 1286]",44755,2
O_TEMP=VeryLow + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1253, 1247, 1242, 1292]",44661,4
O_WSPD=High + CRS_ARR_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1266, 1246, 1286, 1292]",44453,4
OP_CARRIER=AA + O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[2, 1257, 1247, 1242]",44087,4
OP_CARRIER=AA + O_TEMP=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[2, 1257, 1242]",43830,3
O_LATITUDE=VeryHigh + D_TEMP=VeryHigh,"[1287, 1272]",43788,2
ORIGIN_INDEX=JFK + O_WSPD=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1266, 1286, 1292]",43601,4
D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1282, 1247]",43576,2
D_LATITUDE=High + O_WSPD=VeryHigh,"[1296, 1267]",43502,2
O_TEMP=VeryLow + CRS_DEP_TIME_MIN=VeryHigh,"[1253, 1242]",43453,2
D_TEMP=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1272, 1242, 1292]",43448,3
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[988, 1241, 1251, 1272, 1292]",43369,5
CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh,"[1241, 1251, 1272]",43298,3
ORIGIN_INDEX=EWR + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1246, 1251, 1272, 1286, 1292]",43264,6
OP_CARRIER=B6 + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[4, 1272, 1292]",43165,3
ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=Mid + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1020, 1245, 1286, 1292]",43062,4
O_PRCP=VeryLow + O_WSPD=VeryHigh,"[1258, 1267]",43038,2
FL_WEEK=2 + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[933, 1247, 1286, 1292]",43033,4
O_TEMP=VeryLow + D_LONGITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[1253, 1302, 1292]",43001,3
O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh,"[1257, 1246, 1272]",42949,3
DEST_INDEX=EWR + D_LONGITUDE=VeryHigh + D_LATITUDE=High,"[1136, 1302, 1296]",42821,3
O_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1257, 1286, 1292]",42635,3
O_TEMP=VeryLow + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1253, 1267, 1286, 1292]",42549,4
ORIGIN_INDEX=LGA + CRS_ARR_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1020, 1247, 1292]",42548,3
O_TEMP=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[1257, 1241, 1246, 1292]",42535,4
CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + O_WSPD=VeryHigh,"[1241, 1252, 1267]",42496,3
D_LATITUDE=Mid + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1295, 1286, 1292]",42482,3
O_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1267, 1242, 1286, 1292]",42405,4
OP_CARRIER=DL + CRS_ARR_TIME_MIN=VeryHigh,"[5, 1247]",42320,2
ORIGIN_INDEX=EWR + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[988, 1251, 1292]",42267,3
FL_WEEK=1 + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[932, 1253, 1292]",42115,3
OP_CARRIER=DL + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[5, 1247, 1286, 1292]",42029,4
CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1252, 1247, 1242, 1292]",41942,4
OP_CARRIER=9E + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1, 1242, 1286, 1292]",41878,4
D_TEMP=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1271, 1286, 1292]",41815,3
FL_WEEK=1 + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[932, 1252, 1292]",41741,3
OP_CARRIER=AA + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[2, 1252, 1286, 1292]",41602,4
OP_CARRIER=DL + O_LATITUDE=High,"[5, 1286]",41459,2
CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1241, 1252, 1267, 1292]",41451,4
O_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1287, 1242]",41384,2
D_LATITUDE=High + CRS_ARR_TIME_MIN=VeryHigh,"[1296, 1247]",41281,2
OP_CARRIER=AA + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[2, 1252, 1247, 1242]",41275,4
OP_CARRIER=DL + CRS_ELAPSED_TIME=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[5, 1252, 1242]",41152,3
ORIGIN_INDEX=JFK + OP_CARRIER=DL + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 5, 1252, 1286, 1292]",41152,5
D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ARR_TIME_MIN=VeryHigh,"[1302, 1296, 1247]",41143,3
D_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1282, 1242, 1292]",41017,3
CRS_ELAPSED_TIME=VeryHigh + O_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1252, 1267, 1242, 1292]",41005,4
D_LONGITUDE=VeryHigh + O_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1302, 1267, 1247, 1242]",40975,4
O_LATITUDE=VeryHigh + CRS_ELAPSED_TIME=VeryHigh,"[1287, 1252]",40959,2
D_LATITUDE=High + O_WSPD=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1296, 1267, 1242]",40957,3
D_LONGITUDE=VeryHigh + D_LATITUDE=High + CRS_ELAPSED_TIME=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1302, 1296, 1251, 1247, 1242]",40922,5
O_LATITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[1287, 1241, 1292]",40841,3
D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High,"[1302, 1241, 1246]",40829,3
FL_WEEK=2 + D_LONGITUDE=VeryHigh + O_LONGITUDE=VeryHigh,"[933, 1302, 1292]",40824,3
D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1282, 1247, 1242, 1292]",40821,4
O_LATITUDE=VeryHigh + O_TEMP=VeryLow + CRS_ELAPSED_TIME=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1287, 1253, 1252, 1267, 1292]",40731,5
ORIGIN_INDEX=LGA + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1020, 1242, 1292]",40726,3
D_WSPD=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1282, 1267, 1292]",40710,3
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1241, 1246, 1251, 1286, 1292]",40651,6
ORIGIN_INDEX=JFK + CRS_DEP_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1242, 1286, 1292]",40506,4
ORIGIN_INDEX=JFK + D_LONGITUDE=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1014, 1302, 1286, 1292]",40490,4
ORIGIN_INDEX=EWR + CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[988, 1251, 1272, 1292]",40434,4
O_LATITUDE=VeryHigh + CRS_ELAPSED_TIME=High + O_LONGITUDE=VeryHigh,"[1287, 1251, 1292]",40383,3
OP_CARRIER=B6 + D_LONGITUDE=VeryHigh,"[4, 1302]",40346,2
O_PRCP=VeryLow + CRS_ARR_TIME_MIN=VeryHigh,"[1258, 1247]",40326,2
CRS_DEP_TIME_MIN=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1241, 1272, 1267, 1292]",40257,4
OP_CARRIER=DL + O_TEMP=VeryLow,"[5, 1253]",40145,2
OP_CARRIER=9E + CRS_ARR_TIME_MIN=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1, 1247, 1286, 1292]",40073,4
ORIGIN_INDEX=EWR + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh + O_LONGITUDE=VeryHigh,"[988, 1241, 1246, 1272, 1292]",40071,5
O_TEMP=VeryHigh + CRS_ARR_TIME_MIN=High,"[1257, 1246]",40040,2
D_LONGITUDE=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1302, 1242, 1292]",40002,3
FL_WEEK=2 + CRS_ARR_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[933, 1247, 1292]",39984,3
OP_CARRIER=B6 + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[4, 1252, 1292]",39921,3
O_WSPD=High + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1266, 1247, 1242]",39885,3
D_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryHigh + O_LONGITUDE=VeryHigh,"[1298, 1252, 1292]",39872,3
ORIGIN_INDEX=LGA + OP_CARRIER=9E + O_LONGITUDE=VeryHigh,"[1020, 1, 1292]",39856,3
O_TEMP=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + D_TEMP=VeryHigh,"[1257, 1241, 1246, 1272]",39770,4
OP_CARRIER=9E + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1, 1247, 1242, 1292]",39757,4
ORIGIN_INDEX=JFK + D_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1014, 1282, 1292]",39731,3
O_WSPD=High + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[1266, 1241, 1246, 1292]",39676,4
O_PRCP=VeryLow + D_LONGITUDE=VeryHigh,"[1258, 1302]",39626,2
D_WSPD=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[1282, 1247, 1292]",39480,3
O_TEMP=VeryLow + CRS_DEP_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[1253, 1241, 1292]",39454,3
CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1246, 1252, 1286, 1292]",39379,4
D_LONGITUDE=VeryHigh + CRS_ARR_TIME_MIN=High + D_LATITUDE=High,"[1302, 1246, 1296]",39343,3
O_PRCP=VeryLow + O_TEMP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1258, 1253, 1286, 1292]",39270,4
OP_CARRIER=AA + CRS_ELAPSED_TIME=High,"[2, 1251]",39241,2
CRS_DEP_TIME_MIN=High + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh,"[1241, 1252, 1247]",39187,3
O_TEMP=VeryHigh + CRS_DEP_TIME_MIN=High + CRS_ARR_TIME_MIN=High,"[1257, 1241, 1246]",39173,3
CRS_ELAPSED_TIME=High + D_TEMP=VeryHigh + O_WSPD=VeryHigh + O_LONGITUDE=VeryHigh,"[1251, 1272, 1267, 1292]",39168,4
ORIGIN_INDEX=EWR + CRS_ARR_TIME_MIN=VeryHigh + O_LONGITUDE=VeryHigh,"[988, 1247, 1292]",39120,3
D_PRCP=VeryLow + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1273, 1286, 1292]",39107,3
FL_WEEK=1 + CRS_ARR_TIME_MIN=High + O_LONGITUDE=VeryHigh,"[932, 1246, 1292]",39030,3
ORIGIN_INDEX=LGA + D_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1020, 1282, 1286, 1292]",38989,4
ORIGIN_INDEX=EWR + O_WSPD=High + CRS_DEP_TIME_MIN=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1266, 1241, 1286, 1292]",38920,5
O_WSPD=High + O_TEMP=VeryLow + O_LONGITUDE=VeryHigh,"[1266, 1253, 1292]",38891,3
CRS_ARR_TIME_MIN=Mid + D_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1245, 1282, 1286, 1292]",38874,4
ORIGIN_INDEX=EWR + CRS_ARR_TIME_MIN=High + CRS_ELAPSED_TIME=High + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[988, 1246, 1251, 1286, 1292]",38841,5
CRS_ARR_TIME_MIN=High + O_WSPD=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1246, 1267, 1286, 1292]",38781,4
O_TEMP=VeryHigh + CRS_ELAPSED_TIME=VeryHigh + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1257, 1252, 1247, 1242]",38774,4
O_TEMP=VeryLow + CRS_ARR_TIME_MIN=VeryHigh + CRS_DEP_TIME_MIN=VeryHigh,"[1253, 1247, 1242]",38750,3
O_WSPD=High + CRS_DEP_TIME_MIN=High + D_TEMP=VeryHigh + O_LATITUDE=High + O_LONGITUDE=VeryHigh,"[1266, 1241, 1272, 1286, 1292]",38675,5
