Pattern,ItemIDs,Utility,Size
DEST_INDEX=RIC + FL_DAY=22 + OP_CARRIER=YX + D_LONGITUDE=VeryHigh + D_TEMP=Mid + CRS_ELAPSED_TIME=VeryLow + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1207, 922, 15, 1302, 1270, 1248, 1256, 1258, 1273]",9913,9
D_TEMP=Mid + CRS_ELAPSED_TIME=Low + O_WSPD=Mid + O_PRCP=VeryLow,"[1270, 1249, 1265, 1258]",9912,4
O_TEMP=VeryHigh + O_WSPD=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1257, 1264, 1289, 1258]",9911,4
ORIGIN_INDEX=ATL + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=Low + O_LATITUDE=Low + O_LONGITUDE=High,"[948, 1248, 1294, 1284, 1291]",9911,5
D_WSPD=VeryLow + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=High + O_PRCP=VeryLow,"[1278, 1243, 1238, 1301, 1258]",9911,5
FL_WEEK=4 + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=VeryLow,"[935, 1244, 1238]",9911,3
OP_CARRIER=UA + D_LONGITUDE=Mid + O_LONGITUDE=Low,"[13, 1300, 1289]",9911,3
FL_WEEK=6 + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + D_PRCP=VeryLow,"[937, 1248, 1293, 1283, 1273]",9910,5
FL_WEEK=4 + OP_CARRIER=WN,"[935, 14]",9909,2
DEST_INDEX=PHL + OP_CARRIER=YX + CRS_ARR_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_PRCP=VeryLow,"[1198, 15, 1243, 1248, 1238, 1258]",9908,6
CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=Low + O_LATITUDE=Low + O_LONGITUDE=High,"[1248, 1294, 1284, 1291]",9907,4
CRS_DEP_TIME_MIN=Mid + D_TEMP=Low + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1240, 1269, 1290, 1258, 1273]",9906,5
ORIGIN_INDEX=BOS + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[958, 1249, 1258, 1273]",9906,4
CRS_ELAPSED_TIME=Mid + O_WSPD=Mid,"[1250, 1265]",9905,2
O_WSPD=VeryLow + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_TEMP=Mid,"[1263, 1243, 1238, 1255]",9905,4
OP_CARRIER=OH + D_LATITUDE=Mid + O_LONGITUDE=Mid,"[11, 1295, 1290]",9905,3
FL_DAY=15 + O_LONGITUDE=Low + O_PRCP=VeryLow,"[915, 1289, 1258]",9904,3
ORIGIN_INDEX=SEA + OP_CARRIER=OO + O_LONGITUDE=VeryLow + D_PRCP=VeryLow,"[1073, 12, 1288, 1273]",9904,4
ORIGIN_INDEX=SAN + O_LONGITUDE=VeryLow + O_LATITUDE=VeryLow + O_PRCP=VeryLow,"[1066, 1288, 1283, 1258]",9904,4
CRS_DEP_TIME_MIN=Mid + D_LONGITUDE=Mid + O_LONGITUDE=High + D_PRCP=VeryLow,"[1240, 1300, 1291, 1273]",9902,4
O_TEMP=VeryHigh + O_WSPD=High + OP_CARRIER=WN + O_LONGITUDE=Low,"[1257, 1266, 14, 1289]",9902,4
ORIGIN_INDEX=ATL + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LONGITUDE=High + D_PRCP=VeryLow,"[948, 1295, 1248, 1291, 1273]",9901,5
ORIGIN_INDEX=STT + DEST_INDEX=SJU + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow,"[1082, 1222, 1248, 1283]",9901,4
OP_CARRIER=OO + CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low,"[12, 1248, 1244]",9901,3
O_LONGITUDE=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + O_TEMP=High + D_PRCP=VeryLow,"[1288, 1293, 1283, 1256, 1273]",9901,5
CRS_ELAPSED_TIME=Mid + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + D_PRCP=VeryLow,"[1250, 1244, 1239, 1273]",9901,4
O_WSPD=High + D_LONGITUDE=Mid,"[1266, 1300]",9901,2
D_WSPD=High + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1281, 1248, 1293, 1284, 1289, 1258]",9901,6
O_TEMP=VeryHigh + O_LONGITUDE=Mid + D_LONGITUDE=Low + O_PRCP=VeryLow,"[1257, 1290, 1299, 1258]",9900,4
D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1295, 1248, 1284, 1289, 1258, 1273]",9900,6
FL_DAY=24 + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_PRCP=VeryLow,"[924, 1298, 1288, 1248, 1258]",9900,5
D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=Low + O_TEMP=High + D_PRCP=VeryLow,"[1298, 1288, 1249, 1256, 1273]",9899,5
O_LONGITUDE=Mid + O_WSPD=Mid + D_WSPD=Mid,"[1290, 1265, 1280]",9899,3
FL_WEEK=7 + O_LONGITUDE=Mid + D_LONGITUDE=High + D_PRCP=VeryLow,"[938, 1290, 1301, 1273]",9898,4
CRS_DEP_TIME_MIN=Mid + OP_CARRIER=WN + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[1240, 14, 1290, 1273]",9898,4
FL_DAY=30 + D_LONGITUDE=Mid + D_PRCP=VeryLow,"[930, 1300, 1273]",9898,3
O_WSPD=Low + O_LONGITUDE=Mid + D_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1264, 1290, 1299, 1258, 1273]",9898,5
CRS_ARR_TIME_MIN=Mid + CRS_ELAPSED_TIME=VeryLow + O_PRCP=VeryLow,"[1245, 1248, 1258]",9898,3
ORIGIN_INDEX=SFO + D_PRCP=VeryLow,"[1074, 1273]",9898,2
CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + D_LONGITUDE=Low + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1248, 1293, 1299, 1289, 1273]",9897,5
D_LATITUDE=Low + O_LONGITUDE=High + O_WSPD=Mid + D_PRCP=VeryLow,"[1294, 1291, 1265, 1273]",9896,4
FL_DAY=31 + O_TEMP=High,"[931, 1256]",9896,2
D_LATITUDE=VeryHigh + O_TEMP=Mid + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1297, 1255, 1289, 1273]",9896,4
OP_CARRIER=WN + O_WSPD=Low + O_LONGITUDE=Mid + D_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[14, 1264, 1290, 1299, 1258, 1273]",9896,6
CRS_DEP_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=Low + O_WSPD=Mid + D_PRCP=VeryLow,"[1238, 1249, 1265, 1273]",9895,4
CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=Mid + O_WSPD=Mid + O_PRCP=VeryLow,"[1243, 1290, 1265, 1258]",9895,4
O_LATITUDE=VeryHigh + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + D_TEMP=Low,"[1287, 1298, 1288, 1248, 1269]",9894,5
D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1295, 1248, 1280, 1258, 1273]",9894,5
CRS_DEP_TIME_MIN=Mid + OP_CARRIER=WN + O_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1240, 14, 1291, 1258, 1273]",9894,5
OP_CARRIER=OH + O_LATITUDE=Mid + O_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_PRCP=VeryLow,"[11, 1285, 1291, 1249, 1273]",9894,5
D_WSPD=VeryLow + CRS_ARR_TIME_MIN=Low + D_PRCP=VeryLow,"[1278, 1244, 1273]",9894,3
OP_CARRIER=OO + CRS_DEP_TIME_MIN=Mid + D_LONGITUDE=Low + O_LONGITUDE=Low,"[12, 1240, 1299, 1289]",9894,4
CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + O_LATITUDE=Low + O_LONGITUDE=High,"[1244, 1239, 1284, 1291]",9894,4
CRS_ARR_TIME_MIN=Mid + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow,"[1245, 1249, 1258]",9893,3
D_LONGITUDE=VeryLow + D_LATITUDE=Low + O_LONGITUDE=Low,"[1298, 1294, 1289]",9893,3
FL_WEEK=6 + CRS_ELAPSED_TIME=Low,"[937, 1249]",9892,2
FL_DAY=31 + D_PRCP=VeryLow,"[931, 1273]",9892,2
FL_DAY=28 + O_LONGITUDE=VeryLow + D_PRCP=VeryLow,"[928, 1288, 1273]",9892,3
O_WSPD=VeryLow + O_LONGITUDE=VeryLow + O_TEMP=Low + O_PRCP=VeryLow,"[1263, 1288, 1254, 1258]",9892,4
OP_CARRIER=WN + O_WSPD=Mid + O_TEMP=High + O_PRCP=VeryLow,"[14, 1265, 1256, 1258]",9891,4
D_TEMP=Mid + O_LATITUDE=Low + O_PRCP=VeryLow,"[1270, 1284, 1258]",9890,3
O_TEMP=VeryHigh + O_LATITUDE=VeryLow + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1257, 1283, 1289, 1258]",9888,4
FL_DAY=26 + D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Low,"[926, 1295, 1248, 1284]",9887,4
D_TEMP=High + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + D_PRCP=VeryLow,"[1271, 1301, 1249, 1273]",9887,4
OP_CARRIER=OH + CRS_DEP_TIME_MIN=Mid + O_LATITUDE=Mid + O_LONGITUDE=High + O_PRCP=VeryLow,"[11, 1240, 1285, 1291, 1258]",9886,5
CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=VeryLow + O_WSPD=Mid + O_LONGITUDE=Low,"[1244, 1238, 1265, 1289]",9884,4
CRS_ARR_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow + D_PRCP=VeryLow,"[1243, 1248, 1283, 1273]",9882,4
O_LATITUDE=VeryLow + OP_CARRIER=WN + O_WSPD=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1283, 14, 1264, 1258, 1273]",9882,5
CRS_ARR_TIME_MIN=VeryLow + D_TEMP=Mid + CRS_DEP_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=Low + D_PRCP=VeryLow,"[1243, 1270, 1238, 1249, 1273]",9882,5
D_LATITUDE=Low + O_LATITUDE=Low + D_LONGITUDE=Low,"[1294, 1284, 1299]",9881,3
ORIGIN_INDEX=BWI + CRS_ELAPSED_TIME=VeryLow + OP_CARRIER=WN,"[964, 1248, 14]",9880,3
O_LONGITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + D_WSPD=Mid + D_PRCP=VeryLow,"[1288, 1239, 1280, 1273]",9880,4
OP_CARRIER_FL_NUM=28.0 + DEST_INDEX=JFK + ORIGIN_INDEX=SEA + FL_WEEK=4 + D_WSPD=High + CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=VeryLow + D_TEMP=Low,"[20, 1163, 1073, 935, 1281, 1243, 1288, 1269]",9879,8
CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Mid + O_LONGITUDE=High + D_PRCP=VeryLow,"[1243, 1238, 1300, 1291, 1273]",9879,5
CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low + D_LONGITUDE=Mid + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[1248, 1244, 1300, 1290, 1258]",9877,5
CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=Low + O_TEMP=High,"[1243, 1238, 1249, 1256]",9876,4
FL_WEEK=5 + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[936, 1290, 1258, 1273]",9876,4
CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow + D_PRCP=VeryLow,"[1243, 1288, 1248, 1283, 1273]",9876,5
D_LATITUDE=VeryHigh + D_TEMP=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1297, 1268, 1258, 1273]",9876,4
D_LATITUDE=VeryHigh + CRS_ELAPSED_TIME=Low,"[1297, 1249]",9876,2
OP_CARRIER=OO + D_LATITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[12, 1295, 1258, 1273]",9876,4
D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + D_TEMP=Mid + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1298, 1288, 1270, 1256, 1258, 1273]",9874,6
OP_CARRIER=OO + O_LONGITUDE=VeryLow + O_LATITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[12, 1288, 1285, 1258, 1273]",9873,5
D_TEMP=VeryLow + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1268, 1256, 1258, 1273]",9873,4
D_TEMP=Mid + CRS_DEP_TIME_MIN=Mid + O_LONGITUDE=Low,"[1270, 1240, 1289]",9873,3
OP_CARRIER=YX + D_TEMP=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[15, 1269, 1258, 1273]",9872,4
CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow + D_LONGITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1248, 1283, 1299, 1289, 1258]",9871,5
OP_CARRIER=UA + O_LATITUDE=VeryLow + D_WSPD=Mid + O_PRCP=VeryLow,"[13, 1283, 1280, 1258]",9871,4
FL_WEEK=4 + OP_CARRIER=UA + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[935, 13, 1290, 1273]",9871,4
O_LONGITUDE=VeryLow + O_WSPD=High + D_LONGITUDE=Low,"[1288, 1266, 1299]",9871,3
CRS_DEP_TIME_MIN=Low + O_LONGITUDE=Mid + O_TEMP=High + O_PRCP=VeryLow,"[1239, 1290, 1256, 1258]",9871,4
O_LONGITUDE=VeryLow + D_TEMP=Mid + O_TEMP=High + D_PRCP=VeryLow,"[1288, 1270, 1256, 1273]",9871,4
CRS_DEP_TIME_MIN=VeryLow + O_LATITUDE=Mid + D_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1238, 1285, 1299, 1258, 1273]",9870,5
FL_WEEK=7 + O_LATITUDE=VeryLow + OP_CARRIER=WN + O_PRCP=VeryLow,"[938, 1283, 14, 1258]",9869,4
D_LATITUDE=Low + O_TEMP=Mid + D_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1294, 1255, 1301, 1258, 1273]",9869,5
O_TEMP=VeryHigh + D_LATITUDE=Low + D_PRCP=VeryLow,"[1257, 1294, 1273]",9868,3
FL_DAY=27 + D_TEMP=High + CRS_DEP_TIME_MIN=VeryLow + O_LONGITUDE=Low + O_PRCP=VeryLow,"[927, 1271, 1238, 1289, 1258]",9868,5
D_LATITUDE=Low + OP_CARRIER=WN + D_LONGITUDE=High + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1294, 14, 1301, 1249, 1258, 1273]",9868,6
OP_CARRIER=YX + O_TEMP=Mid + O_LATITUDE=Mid,"[15, 1255, 1285]",9868,3
OP_CARRIER_FL_NUM=28.0 + DEST_INDEX=JFK + ORIGIN_INDEX=SEA + D_WSPD=High + CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=VeryLow + D_TEMP=Low,"[20, 1163, 1073, 1281, 1243, 1288, 1269]",9867,7
FL_WEEK=5 + O_WSPD=Low + O_TEMP=High + O_PRCP=VeryLow,"[936, 1264, 1256, 1258]",9867,4
O_LONGITUDE=Mid + O_WSPD=Mid + D_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1290, 1265, 1280, 1258, 1273]",9867,5
FL_DAY=23 + OP_CARRIER=WN + O_PRCP=VeryLow + D_PRCP=VeryLow,"[923, 14, 1258, 1273]",9867,4
FL_WEEK=6 + CRS_ELAPSED_TIME=VeryLow + CRS_ARR_TIME_MIN=Low,"[937, 1248, 1244]",9867,3
FL_DAY=28 + OP_CARRIER=YX + O_TEMP=High + D_WSPD=Mid + D_PRCP=VeryLow,"[928, 15, 1256, 1280, 1273]",9866,5
D_LONGITUDE=VeryLow + D_TEMP=Mid + OP_CARRIER=WN + O_LONGITUDE=Mid,"[1298, 1270, 14, 1290]",9865,4
O_LATITUDE=VeryLow + O_TEMP=Mid + O_WSPD=Mid + O_PRCP=VeryLow,"[1283, 1255, 1265, 1258]",9865,4
D_WSPD=High + O_LONGITUDE=VeryLow + O_TEMP=High + O_PRCP=VeryLow,"[1281, 1288, 1256, 1258]",9865,4
CRS_ELAPSED_TIME=Mid + CRS_ARR_TIME_MIN=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1250, 1244, 1258, 1273]",9864,4
OP_CARRIER=YX + O_TEMP=VeryHigh + O_PRCP=VeryLow + D_PRCP=VeryLow,"[15, 1257, 1258, 1273]",9864,4
D_LATITUDE=Mid + CRS_DEP_TIME_MIN=VeryLow + O_LONGITUDE=Low,"[1295, 1238, 1289]",9863,3
FL_DAY=14 + CRS_ELAPSED_TIME=VeryLow + D_PRCP=VeryLow,"[914, 1248, 1273]",9862,3
D_LATITUDE=VeryHigh + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow,"[1297, 1249, 1258]",9862,3
OP_CARRIER=OO + D_TEMP=VeryLow + D_LONGITUDE=Low + O_PRCP=VeryLow,"[12, 1268, 1299, 1258]",9862,4
ORIGIN_INDEX=SFO + OP_CARRIER=OO + O_LONGITUDE=VeryLow + O_LATITUDE=Mid,"[1074, 12, 1288, 1285]",9861,4
O_TEMP=VeryHigh + O_LATITUDE=VeryLow + D_TEMP=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1257, 1283, 1268, 1258, 1273]",9861,5
CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1244, 1238, 1301, 1258, 1273]",9860,5
ORIGIN_INDEX=SFO + OP_CARRIER=OO + O_LONGITUDE=VeryLow + O_PRCP=VeryLow,"[1074, 12, 1288, 1258]",9859,4
FL_WEEK=4 + CRS_DEP_TIME_MIN=VeryLow,"[935, 1238]",9857,2
O_LATITUDE=VeryLow + OP_CARRIER=WN + D_LONGITUDE=High + O_PRCP=VeryLow,"[1283, 14, 1301, 1258]",9857,4
OP_CARRIER=OO + CRS_ELAPSED_TIME=VeryLow + CRS_DEP_TIME_MIN=Mid + D_LONGITUDE=Mid + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[12, 1248, 1240, 1300, 1290, 1258]",9856,6
CRS_ELAPSED_TIME=Mid + OP_CARRIER=OO + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1250, 12, 1289, 1258]",9856,4
D_LATITUDE=VeryLow + O_LATITUDE=Low + O_TEMP=High + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1293, 1284, 1256, 1289, 1258]",9856,5
O_TEMP=VeryHigh + D_LATITUDE=Low + O_LONGITUDE=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1257, 1294, 1290, 1258, 1273]",9855,5
D_LATITUDE=VeryHigh + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_TEMP=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1297, 1288, 1248, 1254, 1258, 1273]",9854,6
D_LATITUDE=Mid + O_WSPD=Mid + O_PRCP=VeryLow,"[1295, 1265, 1258]",9854,3
O_WSPD=VeryLow + O_LATITUDE=Mid + O_LONGITUDE=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1263, 1285, 1291, 1258, 1273]",9853,5
O_LONGITUDE=VeryLow + O_TEMP=Low + CRS_DEP_TIME_MIN=Low + O_WSPD=Low + D_PRCP=VeryLow,"[1288, 1254, 1239, 1264, 1273]",9853,5
D_LATITUDE=VeryHigh + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + O_PRCP=VeryLow,"[1297, 1244, 1239, 1258]",9853,4
O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + OP_CARRIER=WN + O_TEMP=High,"[1288, 1248, 14, 1256]",9852,4
D_TEMP=Mid + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[1270, 1239, 1290, 1273]",9852,4
CRS_ARR_TIME_MIN=Low + O_WSPD=Low + CRS_ELAPSED_TIME=Low,"[1244, 1264, 1249]",9852,3
FL_WEEK=4 + OP_CARRIER=UA + D_PRCP=VeryLow,"[935, 13, 1273]",9852,3
D_LONGITUDE=VeryLow + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_LONGITUDE=Low + O_PRCP=VeryLow,"[1298, 1243, 1238, 1289, 1258]",9852,5
O_LATITUDE=VeryHigh + OP_CARRIER=OO + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + O_PRCP=VeryLow,"[1287, 12, 1288, 1248, 1258]",9850,5
CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=VeryLow + D_LATITUDE=Low + D_LONGITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1248, 1283, 1294, 1299, 1289, 1258, 1273]",9849,7
FL_DAY=15 + OP_CARRIER=OO + O_LONGITUDE=Low + O_PRCP=VeryLow,"[915, 12, 1289, 1258]",9849,4
CRS_ARR_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=Low + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1243, 1249, 1289, 1273]",9848,4
CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + OP_CARRIER=WN + D_LONGITUDE=Mid,"[1243, 1238, 14, 1300]",9848,4
OP_CARRIER=YX + O_WSPD=High + D_WSPD=Mid,"[15, 1266, 1280]",9848,3
O_LATITUDE=Mid + OP_CARRIER=WN + D_LONGITUDE=Low + O_LONGITUDE=Low + D_PRCP=VeryLow,"[1285, 14, 1299, 1289, 1273]",9847,5
D_LATITUDE=Mid + O_LATITUDE=VeryLow + OP_CARRIER=WN + D_LONGITUDE=Low + O_LONGITUDE=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1295, 1283, 14, 1299, 1289, 1258, 1273]",9846,7
D_LATITUDE=Mid + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Low + D_LONGITUDE=Low + O_LONGITUDE=Low,"[1295, 1248, 1284, 1299, 1289]",9846,5
ORIGIN_INDEX=ATL + CRS_ELAPSED_TIME=VeryLow + O_LATITUDE=Low + D_LONGITUDE=Mid + O_LONGITUDE=High + O_WSPD=Mid + D_PRCP=VeryLow,"[948, 1248, 1284, 1300, 1291, 1265, 1273]",9846,7
OP_CARRIER=WN + O_LONGITUDE=High + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[14, 1291, 1265, 1258, 1273]",9846,5
O_WSPD=High + CRS_DEP_TIME_MIN=Mid + O_LONGITUDE=High + O_PRCP=VeryLow,"[1266, 1240, 1291, 1258]",9845,4
CRS_ARR_TIME_MIN=Mid + CRS_DEP_TIME_MIN=Mid + CRS_ELAPSED_TIME=Low + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1245, 1240, 1249, 1258, 1273]",9845,5
CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=High + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1243, 1291, 1265, 1258, 1273]",9844,5
D_WSPD=High + D_LATITUDE=VeryLow + OP_CARRIER=WN + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1281, 1293, 14, 1258, 1273]",9844,5
CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + CRS_ELAPSED_TIME=Low + D_WSPD=Mid,"[1243, 1238, 1249, 1280]",9844,4
O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=VeryLow + O_LONGITUDE=High + O_PRCP=VeryLow,"[1283, 1238, 1291, 1258]",9842,4
OP_CARRIER=OO + CRS_ARR_TIME_MIN=VeryLow + CRS_DEP_TIME_MIN=VeryLow + D_LONGITUDE=Low + D_PRCP=VeryLow,"[12, 1243, 1238, 1299, 1273]",9840,5
ORIGIN_INDEX=SEA + O_LATITUDE=VeryHigh + D_LATITUDE=VeryHigh + D_LONGITUDE=VeryLow + O_LONGITUDE=VeryLow + O_PRCP=VeryLow,"[1073, 1287, 1297, 1298, 1288, 1258]",9840,6
OP_CARRIER=OO + O_TEMP=VeryHigh + O_LONGITUDE=Mid,"[12, 1257, 1290]",9840,3
D_LONGITUDE=VeryLow + CRS_ARR_TIME_MIN=VeryLow + O_LONGITUDE=VeryLow + CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1298, 1243, 1288, 1248, 1293, 1283, 1258, 1273]",9839,8
O_LONGITUDE=VeryLow + D_TEMP=VeryLow + CRS_DEP_TIME_MIN=Low + O_LATITUDE=Low + O_PRCP=VeryLow,"[1288, 1268, 1239, 1284, 1258]",9839,5
O_TEMP=VeryHigh + O_LONGITUDE=Mid + D_WSPD=Mid + D_PRCP=VeryLow,"[1257, 1290, 1280, 1273]",9838,4
D_LATITUDE=Low + O_LATITUDE=Mid + D_LONGITUDE=Low + O_LONGITUDE=Low,"[1294, 1285, 1299, 1289]",9837,4
D_TEMP=Mid + O_TEMP=Mid + O_LATITUDE=Mid + CRS_ELAPSED_TIME=Low,"[1270, 1255, 1285, 1249]",9836,4
D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + O_LONGITUDE=Mid + O_PRCP=VeryLow,"[1293, 1283, 1290, 1258]",9836,4
OP_CARRIER=YX + CRS_ARR_TIME_MIN=Mid + O_LONGITUDE=Mid + D_PRCP=VeryLow,"[15, 1245, 1290, 1273]",9835,4
O_LATITUDE=VeryLow + CRS_DEP_TIME_MIN=Low + O_LONGITUDE=High + D_PRCP=VeryLow,"[1283, 1239, 1291, 1273]",9835,4
CRS_ARR_TIME_MIN=Low + O_LONGITUDE=High + O_TEMP=High + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1244, 1291, 1256, 1258, 1273]",9835,5
D_TEMP=High + CRS_ARR_TIME_MIN=Low + CRS_DEP_TIME_MIN=Low + CRS_ELAPSED_TIME=Low + O_WSPD=Mid + O_PRCP=VeryLow + D_PRCP=VeryLow,"[1271, 1244, 1239, 1249, 1265, 1258, 1273]",9833,7
CRS_ELAPSED_TIME=VeryLow + D_LATITUDE=VeryLow + O_LATITUDE=VeryLow + OP_CARRIER=WN + D_PRCP=VeryLow,"[1248, 1293, 1283, 14, 1273]",9833,5
FL_DAY=27 + D_TEMP=High + O_LONGITUDE=Low + O_PRCP=VeryLow,"[927, 1271, 1289, 1258]",9832,4
